Gene	A31338	A31372	A31360	A31387	A30212	A33903	A31406	A31388	A31288	A31390	A30231	A31428	A31432	A31467	A31459
AC002368.2	0	0	0.0185	0	0	0	0	0	0	0	0	0.0515	0.0726	0.0241	0
AC002368.3	0	0	0.0307	0	0	0	0	0	0	0	0.0793	0	0	0	0
AC002368.4	0.0797	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002383.2	0.4434	0	0	0	0	0	0	0	0	0.7291	0	0	0	0	0
AC002386.1	2.1705	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002398.5	0.0417	0	0	0	0.2306	0	0	0	0	0	0.1482	0	0	0	0
AC002400.1	2.0379	1.832	2.4975	1.5004	1.7478	0.5709	1.624	1.9791	1.0122	0.6906	2.963	1.1083	1.2386	0.4104	0.92490000000000006
AC002401.1	0	0	0.016	0.76	1.1004	0	0.6921	0	0.0705	0	0	0.2822	0.0464	0.1845	0.0383
AC002407.1	5.4074	1.945	0.8129	2.2216	0.2488	1.5132	2.6584	1.6207	4.5151	1.7288	0	0.748	2.6175	1.7475	1.0545
AC002407.2	0.1588	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002429.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002429.5	1.6252	0	0	0	0.03	0	0	0	0	0	2.0502	0.077	0	0	0
AC002450.1	12.8503	1.6657	3.1162	2.761	5.4212	1.9878	4.272	5.2793	8.5303	2.5115	2.2483	1.4583	5.7126	1.6567	0.6956
AC002451.3	2.2408	0	5.4607	0.1778	3.3846	0	4.2	2.9927	3.0245	0.0214	0	0	0.4633	0.078	0
AC002454.1	5.6614	110.5142	36.3493	0.0055	0.633	51.2115	0.7292	28.2355	0	10.11	5.2902	32.891	11.1612	5.8043	11.5436
AC002456.2	1.3833	0	1.415	3.6181	0.1709	0.2159	0	0.0825	0	0	0.9331	0	0	0	0
AC002457.1	0.9455	0.6906	0.0049	0	0.0045	0.1897	0	0	0	1.0099	0	0.649	0.004	0.2922	0
AC002458.1	0	0.753	0	0	0	0	0	0	0.1689	1.8636	0	0.9339	0	0	0.9807
AC002463.2	1.3723	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002463.3	0.0946	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002464.1	8.0301	1.2849	3.921	2.9104	1.2317	2.2056	1.1586	1.1857	4.3255	0	16.7319	3.8703	13.4576	2.0726	4.0543
AC002465.2	5.4986	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002467.5	11.1482	0.3099	20.2523	13.1799	2.7668	7.9632	4.7877	13.2629	11.8821	10.8254	5.3604	2.8998	9.6457	4.7522	6.126
AC002467.7	10.4907	0.6129	18.8986	12.6728	1.952	7.3346	4.2234	12.3758	10.8657	10.8256	7.377	2.6062	8.4177	4.2185	5.919
AC002470.1	18.0298	18.8953	12.6424	7.8894	9.6538	19.9558	21.3341	22.6291	13.386	11.8787	5.8912	14.071	27.7981	12.382	26.5175
AC002470.2	5.7349	2.1151	1.8363	1.4564	0.0358	2.2225	4.1234	1.0519	0	0.2452	3.54	1.2596	2.1976	4.0211	1.6419
AC002472.1	0	0	0	0	0	0	0	0.2986	0	0	0.4926	0	0.4016	0	0
AC002472.11	1.0226	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002472.13	2.2842	0.004	0	0	0.0056	0.0459	0	0	0	0	0	0	0	0.0031	0.0028
AC002472.14	0.3228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002472.8	3.0008	1.3859	0.9087	0.4887	1.0128	1.2066	2.2641	1.6151	0.0709	0.3188	1.8444	1.1665	1.7865	1.7849	0.5729
AC002472.9	4.691	2.7647	1.4363	0.6205	1.7144	3.2854	3.609	2.6295	0.9126	1.2179	3.6705	2.8651	2.6365	3.3094	0.8965
AC002480.2	1.8418	0.4071	0	0	0	0	0	0.0103	0	0	0	0.0027	0	0	0
AC002480.3	0.8778	0	0.0207	0.0768	0.0199	0	0	0	0	0	0.2609	0	0.7106	0	0
AC002480.4	3.2203	0.3551	0	0	0	0	0	0	0	0	0	0	0.0964	0	0
AC002480.5	2.0842	0	0.0425	0	0.1347	0	0	0	0	0	0.3119	0	0.9003	0	0
AC002481.5	1.8138	3.3913	1.6806	4.9505	2.5471	1.8466	2.7511	1.9549	0.8212	0.6627	4.6488	1.2465	2.6838	2.4823	0.8851
AC002485.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002486.2	0	0	0	0	0	0	0.0783	0	0	0	0	0	0	0	0
AC002486.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9569
AC002504.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002511.1	0.4056	0.0263	0	0	0	0.5491	0.0468	0	0	0	0	0	0	0	0
AC002511.2	1.7528	0	0	0	0.308	0	0.5831	0	0	0.0686	0	0	0	0	0.3083
AC002511.3	0	0	0.2229	0	0	0	0	0	0	0	0	0	0	0	0
AC002519.2	1.4317	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002523.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002531.2	0.3219	1.2544	0.163	0	0.0619	0.2649	0.1669	2.0248	0	0.3248	1.3954	0	0	0.9457	0
AC002539.1	0.554	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002542.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002543.2	12.0601	2.8415	1.5384	4.0876	3.2118	4.5868	6.4562	7.7583	5.1461	3.9653	12.4591	1.7403	3.7888	1.9577	7.6438
AC002553.2	10.8333	10.8603	6.1879	9.2733	6.2631	6.6475	17.5136	23.8754	10.8512	1.3676	14.2168	17.7148	26.066	9.3905	10.1389
AC002553.4	5.159	0	0.198	0	0.8193	0.0831	1.7997	0	2.8158	0	1.1519	1.5069	1.0709	0.023	0
AC002558.1	11.8897	2.3014	9.2198	7.2109	3.575	2.4506	3.9935	9.4997	3.2462	1.3839	6.1076	4.6191	10.1066	3.9366	1.3396
AC002558.2	0.5881	12.3258	9.018	6.177	0	3.9807	5.7348	2.6128	3.8784	8.6374	1.5456	2.4494	15.2855	3.3207	5.2583
AC002565.1	1.3156	0	0.0026	0.0091	0.0404	0.0027	0	0	0	0	0	0.0108	0.0103	0	0.0121
AC002978.1	0.0482	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002979.1	0	0	0	0	0.3123	0.1058	0	0.1374	0	0	0	0.3725	0	0	0
AC002981.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002990.1	0.2543	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002992.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002992.2	0.5479	0	0	0	0	0	0	0	0	0.565	0	0	0	0	0
AC002992.4	0.8212	0	0	0	0	0	0	0	0	0.5807	0	0	0	0	0
AC003002.1	1.6375	9.0192	2.7934	0.6895	0.3925	7.2396	0.9961	1.1087	0.8741	2.0193	2.2732	7.3585	6.1165	6.7274	3.0678
AC003029.4	4.0306	0	0.1973	0.6021	0.4371	0.0963	0.3115	0	0.0805	0	6.1198	1.0072	1.5218	0.1862	0
AC003030.1	13.5674	7.6288	18.5717	7.7	20.914	13.8742	11.59	11.7574	17.9372	10.9053	21.7368	13.4432	7.5088	12.875	8.3177
AC003043.1	0.1767	0	0	0	0	0.0712	0	0	0	0	0	0	0	0.1209	0
AC003043.2	69.7094	32.786	93.4789	86.7061	127.6756	69.9512	31.2028	50.5266	76.2331	33.4398	70.5821	64.1063	38.7991	53.6597	32.721
AC003045.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003050.1	0	0	0	0	0	0	0	0	0	0	0.0639	0	0	0	0
AC003051.1	0.4781	0	0.0044	0	0.0708	0.0046	0	0	0.0048	0	0	0.0061	0.0436	0	0.0052
AC003070.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003075.4	2.0154	0.1358	0.1553	0.2075	4.7479	0.9238	0.8493	1.377	1.2378	0.055	0.9383	0.2969	0.6677	0.2023	0.3165
AC003077.1	0.8099	0	0	0	0	0	0.4829	0	1.7075	0	0	0	0	0	0.3178
AC003079.1	0	0.0777	0.0483	0	0	0	0	0	0	0	0	0	0	0	0
AC003080.4	0	0	0	0	0	0	0	0	0.3497	0	0	0	0	0	0
AC003084.2	0.0818	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003087.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003088.1	1.0161	0	0	0	0	0.8514	0	0	0	0	0	0	0	0	0
AC003090.1	0.4655	0	0	2.5611	0.0179	0.19	0.8278	0.0139	0.5842	0	0.0148	0	0.9932	0	0
AC003092.1	1.202	0	0	0	0.121	0	0	0	0.0492	0	1.0685	0	0	0	0.5266
AC003092.2	1.4747	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003099.1	2.5756	0.3584	0	0	0.0366	0	0	0	0	0	0.0684	0	0.8611	0	0
AC003099.2	3.1254	0.3606	0	0	0	0	0	0	0	0	0.061	0	0.4201	0	0
AC003101.1	0	0	0	0	0	0	0.6238	0	0	0	0	0	0.3246	0	0
AC003101.2	0.6075	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003102.3	0.1324	0	0	0	0.0556	0	0	0.0888	0	0	0	0	0	0	0
AC003104.1	2.8112	13.293	2.9409	1.4282	0.2189	2.4531	6.0319	7.5298	1.3354	0.3021	7.285	12.8122	18.1762	14.1119	3.8961
AC003111.1	102.2508	43.2574	46.5556	78.3018	107.7391	24.0231	62.8849	151.5014	23.8301	69.6829	287.8532	56.0334	156.165	57.3398	74.6327
AC003111.2	242.0586	91.0378	105.3239	135.1726	31.0099	39.3292	113.7558	239.9087	67.5219	113.2425	857.8516	118.6804	323.1789	87.2003	153.5264
AC003658.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003664.1	1.3996	0	0	0	0.0406	0	0	0	0	0	0.0015	0	0	0	0
AC003665.1	4.0254	3.7189	5.0678	1.8084	1.3727	6.2376	1.8578	5.5498	1.8499	1.756	4.9443	9.5401	9.407	2.0686	0.3613
AC003666.1	0.6524	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003681.1	3.2395	0.7791	0	0	0.0994	0	0.7027	0	0.1474	0	6.8408	0.1813	0.1952	0.0322	0.0523
AC003681.2	12.561	2.5459	3.4855	2.9157	4.6803	1.043	6.8596	5.2766	3.9266	0.2842	6.5934	2.8323	6.0892	2.4995	3.628
AC003682.1	0.5078	0	0	0	0	0.0406	0	0	0	0.012	0	0.0333	0.1232	0.0054	0
AC003682.2	1.3258	48.1732	11.2939	6.6574	0.4646	19.8124	4.0945	1.2164	3.3952	4.0444	1.1278	31.138	23.5893	28.9202	7.661
AC003684.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003684.2	0.0837	0	0	0	0	0	0	0	0	0	0	0.0513	0	0.0479	0
AC003950.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003950.2	0.9335	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003956.2	2.6834	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003958.1	1.9584	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003958.2	2.9288	0	0	0	0.0064	0	0	0	0	0	0	0	0	0	0
AC003958.5	1.5106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003958.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003963.1	4.7113	4.426	3.8529	0.6185	1.7694	2.8714	5.1169	1.5639	1.2922	1.133	7.993	5.0592	17.8571	3.4745	0.4567
AC003963.2	1.9283	1.2305	3.5094	0.6274	2.0857	3.1813	3.5268	3.7152	3.6256	1.9444	3.2058	3.4161	3.9179	3.318	2.2409
AC003967.1	2.1534	0	0	0	0.0672	0	0	0	0	0	0.1118	0.1062	0	0	0
AC003968.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003984.1	0.8583	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003985.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003986.5	0.039	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003986.6	0.8864	0	0	0	0	0	0	0	0	0	0	0	0	1.1013	3.1451
AC003986.7	1.8827	0.2076	0	0	0	0	0	0	0	0	0	0	0.4624	0.3056	0
AC003988.1	0.3187	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003989.3	0.5513	0	0	0	0.268	1.9689	0	4.8833	0.0219	0.0759	1.6731	1.3223	5.7525	0	0
AC003989.4	0.0799	0	0	0	0.0265	0.3001	0	0.8913	0.002	0.0085	0.2975	0.2351	1.0462	0	0
AC003991.3	0.4262	0.0955	0.7248	0	2.0171	0.2675	0.0801	0.178	0	2.3841	0	0	0.4791	0	13.0614
AC004001.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004006.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.3	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004012.1	0.058	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004014.3	0.5495	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004014.4	2.1282	0.0878	0.0544	0.024	0	0.0283	0.0462	0.0259	0.0442	0	0	0	0.0268	0	0
AC004016.1	38.8116	0.5754	1.7538	0	0.4552	2.8014	0.1694	0	0.1052	0	0.8753	0.5397	3.7216	0.6849	0
AC004016.2	3.6947	0.0476	0	0	0	0.2739	0.1966	0.1128	1.2567	0.0047	0.0826	0	0.9379	0	0
AC004017.1	3.2527	14.2972	3.9174	3.5892	0.2377	12.3112	1.3129	3.1083	0.8309	0.6791	4.7784	12.9323	7.5656	15.8833	3.4381
AC004019.10	0.6297	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004019.13	0.1011	0.4876	3e-4	0.3508	0.0879	0.0526	0.1372	0.9856	0.3137	0.009	0.8786	0.1344	0.0438	0.1351	0.0155
AC004019.16	0.1994	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004019.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004022.7	0.188	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004022.8	0.0581	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004034.1	0.1771	0.9241	0	0.4578	0.2657	0.3077	0.9426	0	0.899	0	1.0323	0.6623	0.0277	0.9505	0
AC004034.2	0.3739	0	0	0	0	0	1.2145	0	0	0	0	0	0	0	0
AC004041.2	5.4416	2.4985	1.983	1.9577	1.5416	4.3581	2.2686	3.9324	1.8622	1.7223	1.2585	2.9123	4.4639	3.5044	3.3563
AC004049.2	0.18	0	0	0	0.2617	0.0098	0.0598	0	0.049	0	0.3439	0	0.077	0	0
AC004049.3	4.945	0.4993	0.1668	0.1027	0.8313	0.5311	1.415	0.7052	0.0396	2.4338	1.9569	2.6791	3.2667	1.8489	0.3481
AC004051.1	0.1008	0.4286	0.5345	0.0635	0.216	2.6653	1.3735	0.0915	0.0649	0.0696	0.2766	1.6149	0.399	0.1025	0.2943
AC004051.2	0.2867	0	0	0	0.064	0	0	0	0	0	0	0	0	0	0
AC004053.1	0.2128	0.0053	0	0	0.3303	0	0	0.0088	0	0	0	0	0	0	0
AC004054.1	2.851	0.1225	0.1034	0	0.1006	0.0836	0	0	0	0	0.0142	0.0515	0	0.0584	1.1699
AC004057.1	1.941	0.5717	1.5762	0.2898	1.7553	0.3116	0.278	0.052	0.3256	0.0792	0.1144	0.1907	0.4313	0.0713	0.1916
AC004062.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004062.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004063.1	2.402	0	0	0	0.7268	0	0	0	0	1.0271	0	0	0	0.3644	0
AC004066.1	12.6392	20.2825	23.1768	10.6358	15.4484	25.0907	13.1379	20.6002	17.8565	14.695	1.8871	33.9195	13.1082	33.273	10.6647
AC004066.2	0.7792	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004066.3	0.1434	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1361
AC004066.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004067.4	3.0907	1.9953	4.4303	5.6883	2.0554	3.0274	4.8428	1.4021	1.6593	2.2264	4.1429	1.475	2.2887	4.2233	4.9026
AC004069.1	0.4691	0	0	0	0	0	0	0	0	1.2719	0	0	0	0	0
AC004069.2	14.6336	1.3613	11.49	8.9143	2.7992	5.3934	10.7817	12.8954	5.6036	1.5	4.6612	0.5679	5.2773	0.6052	4.6576
AC004069.3	19.3337	1.7306	6.6951	7.3005	7.434	2.6179	10.923	5.9614	9.7618	2.0273	4.1062	3.653	9.6618	2.6869	1.5039
AC004070.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004073.1	0.2885	0.0099	0	0.0328	0.0141	0.032	0.0313	0.0354	0.0133	0.009	0	0	0.0121	0.0161	0.0215
AC004073.2	0.053	0.2739	0.709	0.3761	0.4965	0.7961	0.0396	0.3384	0.2183	0.6199	0	1.1358	0.2399	0.7146	0.1753
AC004073.4	0.066	0	0.0145	0	0.1985	0.0017	0	0	0.0315	0	0	0	0	0.0188	0
AC004074.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004074.3	8.6545	10.539	12.0519	9.0259	2.2103	8.0235	6.6372	13.7812	13.1968	11.2208	157.7768	8.5625	8.4437	11.466	11.7229
AC004074.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004079.2	16.1137	0	0.0887	0	0	0.0306	0	0	0.0321	0	0.2478	0	0	0	0
AC004079.4	1.4352	0.029	0	0	0.0412	0	0	0	0.0195	0	0	0	0	0.0703	0
AC004080.1	1.1352	0	0	0	0.6687	1.1957	4.0892	0.0126	2.1908	0	0	0.4015	16.4372	9.5146	0
AC004080.2	14.7526	4.444	6.4358	0	15.8909	46.3916	13.6564	19.9453	7.8633	0.2392	0.849	5.8285	50.5249	7.9585	16.9145
AC004086.1	75.183	277.9909	297.1885	171.1527	223.8328	238.9519	140.6214	186.0826	139.4505	146.9102	1657.6763	369.7106	173.3991	344.4999	234.6046
AC004112.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004112.3	0.1821	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004112.4	0.1904	0	0	0.1201	0.0755	0.2955	0.7926	0.2361	0.2049	0	0.0558	0.1615	0.7044	0.1458	0.5187
AC004112.5	0.1195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004112.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004112.7	0.0149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004128.1	4.211	3.3961	1.427	0.1842	2.1324	3.7801	1.2625	1.6228	0.3326	5.4357	4.6322	2.3405	5.2159	2.748	0.1509
AC004129.7	1.9531	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004129.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004129.9	1.5926	0	0	0	0.0762	0	0	0	0	0	0	0	0	0	0
AC004134.1	9.1654	7.3672	3.3691	3.3174	2.3948	4.5043	6.5351	5.3736	3.2741	2.3227	14.0145	8.1394	24.2915	6.13	5.5005
AC004142.1	0.0757	0	0	0.0588	0	0.0574	0.1505	0	0.0721	0.6062	0	0.0774	0.0876	0.1301	0.0129
AC004142.3	1.8953	0	0	0	0	1.0336	1.9058	0	0	1.0808	0.8616	0	1.4269	0	0
AC004148.1	12.3567	11.8581	11.2072	10.7027	16.6867	13.0313	9.8171	19.7532	7.1965	4.7088	5.634	12.5798	23.0672	10.0235	5.8842
AC004159.1	5.6663	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004160.4	0.8945	0.1582	0	0	0	0	0	0	0	1.7207	0.0473	0	0	0	0
AC004161.4	0.8969	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004166.6	0.8155	0.6966	1.3535	0.6826	0.3734	2.0713	0.7397	1.8678	0.3246	0.8254	0.5362	1.1904	6.4886	0.7886	0.884
AC004221.1	27.9323	9.4226	5.5353	6.2375	35.7025	9.714	23.6098	17.428	15.0263	11.6633	38.0046	8.3489	7.2608	13.9098	11.662
AC004222.1	0.4128	1.1809	0.134	5.5933	0	0.4027	1.6285	2.4198	0.4766	0	0	2.2692	2.4397	3.1463	2.0897
AC004223.2	3.7366	3.9785	1.8932	2.4137	0.5747	3.8429	2.661	3.7285	1.7214	0.189	3.1531	4.0986	13.6431	1.6019	2.5474
AC004231.2	2.9459	0	0.1515	0.4529	0.7863	0	1.1122	0.2256	2.1165	0	0	0	0.1963	0	10.5157
AC004237.1	0.0099	0.0873	0	0.0253	0.3732	0.6802	0.0919	0.4194	0	0	0	0.2918	0.4173	0.2205	0.4827
AC004240.2	0.3476	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004241.1	0	0	0.0244	0.0856	0.2804	0.2394	0.1649	0	0	0	0.3697	0.7489	0.147	0.3807	0
AC004258.1	15.9928	10.0432	31.3931	19.8024	65.437	29.0866	14.2866	16.5847	26.62	14.4012	24.0703	23.0681	9.6222	14.3123	8.7912
AC004381.1	0	0	0.4348	0.5539	0	2.491	0	0	0	0	0	0	0.7144	0	0
AC004381.2	0	0	0.3658	0.3218	0.3035	0.755	0	0	0	0	0	0	0.4575	0	0
AC004381.3	0.0799	0.6595	0.5558	0	0	0	0	0	0	0.9331	0	0.2065	2.6992	2.1437	0.3163
AC004381.6	8.5108	42.5214	13.6834	13.7983	1.1364	10.2613	1.9117	19.9186	0.9554	5.2901	7.2515	19.8221	12.9257	6.7542	4.4533
AC004383.1	0	0	0	0	0	0.0494	0	0	0	0	0.4736	0.2714	1.5112	0	0
AC004383.3	0.5826	0	1.6191	0.2496	0.1545	0.0976	0.4414	0	0.2894	0	1.179	0.3945	2.9589	1.8927	0
AC004383.4	1.2589	8.9429	3.3646	4.9283	0.0559	0	0.1375	0	1.8923	0.1526	14.006	3.1978	0	0.3912	0
AC004383.5	0	0.3691	0	0	0	0	0	0	0	0	0.0525	0.0018	0	0	0
AC004386.1	0.2509	1.7069	0.675	2.8505	0.1055	1.4415	0.8231	0.3881	0.3886	3.7718	1.5613	0.9784	6.1933	1.7833	0.3968
AC004386.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004386.4	1.0474	1.5764	3.023	0.7356	0.5708	2.5631	0.3989	0.745	0.1753	0.4901	0.2895	4.5926	0.6904	3.5121000000000002	1.4445
AC004410.1	7.317	6.7075	14.9757	4.4807	10.3856	15.5617	3.6494	7.1629	6.2879	1.7961	13.7488	17.209	7.9342	16.1027	1.309
AC004447.1	77.9611	83.3924	85.9157	95.8878	96.5652	89.5418	82.6826	110.7066	67.8235	115.4024	420.2427	70.247	128.0064	74.7775	44.2611
AC004448.1	2.842	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004448.2	0.3923	0	0	0	0.2324	0	0	0	0	0.4055	0	0	0	0	0
AC004448.3	103.2581	105.8156	508.7369	107.3172	215.0068	211.6189	48.1925	79.9608	120.4123	53.6584	1566.2876	336.2331	135.0817	239.9304	81.8405
AC004448.4	0	0.2996	0.1124	0.0317	0.1593	0.1606	0	0.0817	1.1179	0.1596	0.0342	0.2414	0.0484	0.2121	0.0502
AC004448.5	0.4789	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004448.6	4.9729	0	0	0	0.0231	0	0.0807	0	0.5611	0	0	0	0	0	4e-4
AC004448.7	0.8773	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004449.1	3.3125	0.8956	0.7261	0.3462	0.3879	0.3385	1.5441	0.3108	1.5585	1.6323	1.0983	1.9984	0.8831	2.784	0.3951
AC004453.8	32.7763	136.7281	95.3338	48.8433	24.7724	55.1075	32.0948	59.962	44.6502	44.2232	18.823	104.1658	55.3806	123.2951	51.1987
AC004455.1	0.5853	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004458.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004460.1	0.6441	0	0	0	0	0.0505	0.0364	0.2544	0	0	0.252	0.0543	0.0385	0	0.1137
AC004460.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004460.3	2.8737	3.113	6.1855	12.0008	0.3922	5.6449	0.8257	11.5596	1.2587	2.1921	22.1629	2.0183	15.2994	1.3789	5.2904
AC004460.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004461.4	4.7276	0	0.1215	1.4182	0.5504	0.0203	0	0	0	0	0.0275	1.8886	0	0.8687	0
AC004463.1	12.347	0.162	3.0095	35.4662	8.2104	0.2455	3.463	2.3605	2.7029	0.4647	55.0436	0.0821	0.8515	0.0305	23.9412
AC004471.1	0	0	0	0	0.2261	0.6867	0	0.0945	0.0657	0	0	1.2876	0	0.4962	0
AC004471.9	0.8089	0.0136	0	0.9895	1.6436	0.6526	0.3294	0.089	0	0.7168	1.7152	0	1.2958	0.3755	0.0095
AC004474.2	1.2466	0.0538	0	0	0.0252	0.2082	0.1015	0.0335	0	0	0.2038	0	0	0.0989	0
AC004478.2	0	0	0.016	0	0	0.0166	0	0	0	0	0	0.0137	0	0	0.0187
AC004485.3	0.8932	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004490.1	1.6284	0.3582	0.4268	0.014	0.2715	0	0.2133	0	0.2651	0.246	0.4093	0.3892	0.8442	0.122	0.1333
AC004490.2	0.1623	0.0079	0.1129	0.1469	0.2852	0.0191	0.3951	0.0019	0.246	0.0619	0.944	0.0104	0.0158	0.0805	0
AC004492.1	1.9218	0	0	0	0	0.0442	0.4786	0	0	0.0118	0	0.0227	0	0	0
AC004507.1	8.0886	8.4462	7.9494	2.3698	2.9546	17.4705	2.3678	11.5078	1.5551	5.6096	0.6694	13.2119	22.5677	18.0131	5.9231
AC004510.1	0.0174	0.9726	3.7588	0	0.1016	0.4363	0.7121	0	0	3.8507	0.1027	0	0	2.0671	0
AC004510.2	5.0983	0.3733	5.6757	0.7927	2.2562	5.9588	1.3947	0	3.2263	3.2463	5.0618	0.6563	4.7483	0.0305	2.6514
AC004535.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004538.2	0.5029	0	0.0159	0	0	0	0	0	0	0	0.2223	0	0	0	0
AC004538.3	0.4974	0.7756	0	0	0	0	0.0037	0	0	0.2774	0.1724	0.0451	0.0022	0	0
AC004540.4	9.7029	2.2916	13.9453	2.3307	2.8889	39.0584	8.3291	7.1459	4.4898	6.1203	3.5049	5.2465	48.9446	13.9843	21.9755
AC004540.5	2.6569	1.146	2.3405	1.3943	1.9386	5.5092	2.8505	4.4259	0.2286	0.03	0	0.3739	5.6385	2.9298	1.4666
AC004541.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004543.2	2.1052	0	0	0	0	0.1992	0	0	0	0	0.0124	0.0074	0.1512	0.0573	0.1016
AC004547.1	0.8092	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004549.6	25.1473	19.9386	29.9057	32.6807	64.9313	60.2076	61.9693	58.9645	25.2707	22.8379	6.3162	22.3115	55.3553	28.1904	65.1868
AC004562.1	0.0185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004593.2	1.8606	0.6731	0	0.6939	0	0	1.4134	0	0.2165	0.1828	0	0	0.5768	0.4638	0
AC004593.3	0.3813	0	0.0798	0.2046	0.1131	0.6518	2.0189	0	0.236	0	0	0	0.2973	0	0
